book_id,title,authors,average_rating,sentiment_score,sentiment_label
5509321,"First Family (Sean King & Michelle Maxwell, #4)",David Baldacci,3.98,0.0,neutral
257845,True Grit,Charles Portis,4.12,0.4215,neutral
653396,Feel the Fear and Do It Anyway,Susan  Jeffers,4.01,-0.4939,neutral
17792606,"Mine (Real, #2)",Katy Evans,4.29,0.0,neutral
13538552,Memoirs of an Imaginary Friend,Matthew Dicks,4.1,0.4939,neutral
4835,"Haroun and the Sea of Stories (Khalifa Brothers, #1)","Salman Rushdie, Paul Birkbeck",4.01,0.0,neutral
16058610,Whistling Past the Graveyard,Susan Crandall,4.04,-0.296,neutral
13450339,"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,4.14,-0.5423,negative
83143,"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons,4.3,0.0,neutral
17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,4.15,0.0,neutral
18723,Brick Lane,Monica Ali,3.38,0.0,neutral
18079804,"Half Bad (The Half Bad Trilogy, #1)",Sally Green,3.8,-0.7906,negative
53639,Zorba the Greek,"Nikos Kazantzakis, Νίκος Καζαντζάκης",4.1,0.0,neutral
598117,Sounder,"William H. Armstrong, James Barkley",3.96,0.0,neutral
11337189,A Universe from Nothing: Why There Is Something Rather Than Nothing,"Lawrence M. Krauss, Richard Dawkins",3.92,0.0,neutral
1970449,Slash,"Slash, Anthony Bozza",3.96,-0.4939,neutral
6582637,"Archangel's Kiss (Guild Hunter, #2)",Nalini Singh,4.24,0.4215,neutral
8475505,"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,3.88,-0.1531,neutral
32254,"The Mephisto Club (Rizzoli & Isles, #6)",Tess Gerritsen,4.01,0.0,neutral
73297,The Scarlet Thread ,Francine Rivers,4.14,0.0,neutral
24814,It's a Magical World: A Calvin and Hobbes Collection,Bill Watterson,4.75,0.0,neutral
12413836,"Avatar: The Last Airbender (The Promise, #1)","Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",4.24,0.3182,neutral
10033,Being and Nothingness,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",3.94,0.0,neutral
1128437,"Miecz przeznaczenia (Saga o Wiedźminie, #2)",Andrzej Sapkowski,4.4,0.0,neutral
27333,Silent Spring,"Rachel Carson, Linda Lear, Edward O. Wilson",3.94,0.0,neutral
13452375,"Legion (Legion, #1)",Brandon Sanderson,4.13,0.0,neutral
23215469,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,3.4,0.5719,positive
10343389,Kill Alex Cross (Alex Cross #18),James Patterson,4.0,-0.6908,negative
18505784,The Pearl That Broke Its Shell,Nadia Hashimi,4.12,-0.4215,neutral
7826116,"Behemoth (Leviathan, #2)","Scott Westerfeld, Keith Thompson",4.18,0.0,neutral
72536,The Sociopath Next Door,Martha Stout,3.75,0.1779,neutral
79422,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.22,0.0,neutral
3157876,Do-It-Yourself Book (Diary of a Wimpy Kid),Jeff Kinney,4.17,-0.2263,neutral
643301,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",Dan Brown,4.19,0.0,neutral
261331,"The Tea Rose (The Tea Rose, #1)",Jennifer Donnelly,4.18,0.0,neutral
8680418,"Moon Over Soho (Peter Grant, #2)",Ben Aaronovitch,4.1,0.3612,neutral
17456328,The Paris Architect,Charles Belfoure,3.98,0.0,neutral
12954620,"Falling Kingdoms (Falling Kingdoms, #1)","Morgan Rhodes, Michelle Rowen",3.83,-0.1531,neutral
244383,Ask and It Is Given: Learning to Manifest Your Desires,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",4.18,0.0,neutral
7005479,Island Beneath the Sea,"Isabel Allende, Margaret Sayers Peden",4.01,0.0,neutral
99329,"The History of Tom Jones, a Foundling","Henry Fielding, Thomas Keymer, Alice Wakely",3.73,0.0,neutral
80176,"Winesburg, Ohio",Sherwood Anderson,3.84,0.0,neutral
22717015,"Beautiful Redemption (The Maddox Brothers, #2)",Jamie McGuire,4.15,0.5994,positive
89656,"C is for Corpse  (Kinsey Millhone, #3)",Sue Grafton,3.87,-0.5719,negative
156533,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4.27,0.3182,neutral
15096,Five Quarters of the Orange,Joanne Harris,3.83,0.0,neutral
63032,2666,Roberto Bolaño,4.2,0.0,neutral
2748,Microserfs,Douglas Coupland,3.88,0.0,neutral
15799936,How to Tell If Your Cat Is Plotting to Kill You,"Matthew Inman, The Oatmeal",3.95,-0.6908,negative
93947,"Simple Genius (Sean King & Michelle Maxwell, #3)",David Baldacci,3.89,0.0,neutral
14965,Light on Snow,Anita Shreve,3.56,0.0,neutral
8960,"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,4.16,-0.4404,neutral
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01,-0.5106,negative
23128304,The Strange Library,"Haruki Murakami, Ted Goossen",3.55,-0.2023,neutral
9598,Deadeye Dick,Kurt Vonnegut Jr.,3.8,-0.5106,negative
8579016,"The Power (The Secret, #2)",Rhonda Byrne,4.09,0.0,neutral
181886,"Ancestors of Avalon (Avalon, #5)","Diana L. Paxson, Marion Zimmer Bradley",3.89,0.0,neutral
398323,Out Stealing Horses,"Per Petterson, Anne Born",3.79,-0.5719,negative
51078,"Batman: Knightfall, Vol. 1: Broken Bat","Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",4.08,-0.4767,neutral
25451555,"Saga, Vol. 5 (Saga, #5)","Brian K. Vaughan, Fiona Staples",4.44,0.0,neutral
206196,"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,4.04,0.0,neutral
102733,One Past Midnight: The Langoliers,"Stephen King, Willem Dafoe",3.82,0.0,neutral
207569,The Sign of the Beaver,Elizabeth George Speare,3.77,0.0,neutral
46227,"Ask the Dust (Arturo Bandini, #3)","John Fante, Charles Bukowski",4.14,0.0,neutral
470495,All Over But the Shoutin',Rick Bragg,4.09,0.0,neutral
32433,The Key to Midnight,"Leigh Nichols, Dean Koontz",3.93,0.0,neutral
13554713,Fairy Tales from the Brothers Grimm: A New English Version,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",4.11,0.0,neutral
43886,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,3.85,-0.0516,neutral
26114,The Joke,Milan Kundera,3.99,0.296,neutral
12326627,"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,3.85,0.0,neutral
377425,Flight of the Intruder (Jake Grafton #1),Stephen Coonts,4.04,0.0,neutral
11313,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,4.16,0.0,neutral
225774,National Velvet,Enid Bagnold,4.09,0.0,neutral
211099,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,3.97,0.6124,positive
1591,Lysistrata,"Aristophanes, Sarah Ruden",3.84,0.0,neutral
5983057,The Swan Thieves,Elizabeth Kostova,3.53,-0.5106,negative
12444166,"Iced (Fever, #6)",Karen Marie Moning,4.13,0.0,neutral
15062217,14,Peter Clines,3.92,0.0,neutral
9165406,Okay for Now,Gary D. Schmidt,4.19,0.2263,neutral
85957,"Assassins (Left Behind, #6)","Tim LaHaye, Jerry B. Jenkins",3.98,0.0,neutral
13521459,"Red Country (First Law World, #6)",Joe Abercrombie,4.27,0.0,neutral
85443,The Lords of Discipline,Pat Conroy,4.28,0.0,neutral
13202092,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,"Scott Jurek, Steve Friedman",3.95,0.0,neutral
7093222,"Broken (Will Trent, #4)",Karin Slaughter,4.2,-0.4767,neutral
18656006,The Matchmaker,Elin Hilderbrand,3.82,0.0,neutral
50930,"The Mark (Left Behind, #8)","Tim LaHaye, Jerry B. Jenkins",4.02,0.0,neutral
2113410,Belong to Me,Marisa de los Santos,3.84,0.0,neutral
49006,"The Darkest Hour (Warriors, #6)",Erin Hunter,4.52,-0.4939,neutral
57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.2,0.0,neutral
16045144,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",Louise Penny,4.18,0.5994,positive
616678,"The Diamond Throne (The Elenium, #1)",David Eddings,3.93,0.34,neutral
133765,"Those Left Behind (Serenity, #1)","Joss Whedon, Brett Matthews, Will Conrad",4.04,0.0,neutral
63461,Terms of Endearment,Larry McMurtry,4.15,0.0,neutral
84142,"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,4.24,0.4215,neutral
474634,The Wedding Girl,Madeleine Wickham,3.47,0.0,neutral
281512,He Chose the Nails,Max Lucado,4.37,0.0,neutral
8069535,"Entice (Need, #3)",Carrie Jones,4.03,0.0,neutral
3764,"From Russia With Love (James Bond, #5)",Ian Fleming,3.88,0.6369,positive
24731,The Tortilla Curtain,T.C. Boyle,3.64,0.0,neutral
6368611,"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,4.11,0.4767,neutral
27209486,Modern Lovers,Emma Straub,3.45,0.5267,positive
13624367,"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,4.15,-0.6808,negative
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,4.04,0.5859,positive
771332,With the Old Breed: At Peleliu and Okinawa,"Eugene B. Sledge, Paul Fussell",4.4,0.0,neutral
42369,The Hundred Dresses,"Eleanor Estes, Louis Slobodkin",4.07,0.0,neutral
13481275,"Lost Lake (Lost Lake, #1)",Sarah Addison Allen,3.85,-0.3182,neutral
18244799,"Hardwired (Hacker, #1)",Meredith Wild,4.07,0.0,neutral
15705011,The Last Runaway,Tracy Chevalier,3.78,0.0,neutral
345299,"Midnight Tides (The Malazan Book of the Fallen, #5)",Steven Erikson,4.34,-0.3612,neutral
17332969,"The 100 (The 100, #1)",Kass Morgan,3.56,0.0,neutral
9666812,"Hades (Halo, #2)",Alexandra Adornetto,3.97,0.0,neutral
156530,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",4.22,0.0,neutral
867248,Bear Snores On,"Karma Wilson, Jane Chapman",4.25,0.0,neutral
30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,4.04,0.0,neutral
317282,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,3.7,0.0,neutral
7983,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",4.05,0.0,neutral
43805,Servant of the Bones,Anne Rice,3.7,0.0,neutral
283494,"Ironside (Modern Faerie Tales, #3)",Holly Black,4.04,0.0,neutral
4932435,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,3.93,0.0,neutral
32650,The Return of the Native  ,"Thomas Hardy, Alexander Theroux",3.84,0.4019,neutral
11660590,Micro,"Michael Crichton, Richard   Preston",3.38,0.0,neutral
10037,No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",4.09,-0.0516,neutral
46656,Foundation and Chaos (Second Foundation Trilogy #2),Greg Bear,4.14,-0.5719,negative
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.94,0.0,neutral
8581936,"Supernaturally (Paranormalcy, #2)",Kiersten White,3.92,0.0,neutral
92855,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,3.94,0.3182,neutral
7945049,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",Louise Penny,4.33,-0.6486,negative
84785,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",Michael Connelly,3.91,0.0,neutral
6604887,أنت لي,منى المرشود,4.03,0.0,neutral
90192,The House of the Seven Gables,"Nathaniel Hawthorne, Robert S. Levine",3.45,0.0,neutral
295086,"Rising Storm (Warriors, #4)",Erin Hunter,4.38,0.0,neutral
31845516,Love Warrior,Glennon Doyle Melton,4.1,0.6369,positive
6449551,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",Louise Penny,4.23,-0.6249,negative
11337912,"The Prisoner of Cell 25 (Michael Vey, #1)",Richard Paul Evans,4.19,-0.5423,negative
318742,The Souls of Black Folk,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",4.24,0.0,neutral
45220,I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",3.85,-0.2755,neutral
8069828,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.48,0.0,neutral
6080822,The Castaways,Elin Hilderbrand,3.69,0.0,neutral
25690958,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,4.05,0.4019,neutral
275,The Lover,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",3.76,0.5859,positive
13350,"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.27,0.0,neutral
16033909,"Burn (Breathless, #3)",Maya Banks,4.01,0.0,neutral
3690,The Power and the Glory,"Graham Greene, John Updike",3.99,0.5423,positive
24790,Paula,Isabel Allende,4.07,0.0,neutral
20575411,"Lila (Gilead, #3)",Marilynne Robinson,3.9,0.0,neutral
34988,"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,3.97,0.0,neutral
28940,Behind the Scenes at the Museum,Kate Atkinson,3.94,0.0,neutral
26192646,Sweetbitter,Stephanie Danler,3.28,0.0,neutral
110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,4.2,0.4588,neutral
89755,Tangerine,"Edward Bloor, Danny De Vito",3.61,0.0,neutral
33547,Hell House,Richard Matheson,3.81,-0.6808,negative
3648,The Emperor's Children,Claire Messud,2.93,0.0,neutral
23281906,The Liar,Nora Roberts,3.95,-0.5106,negative
32530,"The Third Victim (Quincy & Rainie, #2)",Lisa Gardner,4.16,-0.2732,neutral
29154543,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",Michael Connelly,4.36,-0.4767,neutral
8045080,"Hell's Corner (Camel Club, #5)",David Baldacci,4.1,0.0,neutral
114206,"Key of Valor (Key Trilogy, #3)",Nora Roberts,4.1,0.0,neutral
781182,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",4.22,0.0,neutral
20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,4.03,0.0,neutral
17689,Franz Kafka's The Castle (Dramatization),"David Fishelson, Aaron Leichter, Max Brod, Franz Kafka",4.07,0.0,neutral
18108877,"Timebound (The Chronos Files, #1)",Rysa Walker,3.87,0.0,neutral
9591398,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)","Catherynne M. Valente, Ana Juan",3.97,0.0,neutral
11970096,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,3.9,0.1531,neutral
14781501,"NYPD Red (NYPD Red, #1)","James Patterson, Marshall Karp",3.9,0.0,neutral
30068,"The Book of the Dead (Pendergast, #7; Diogenes, #3)","Douglas Preston, Lincoln Child",4.13,-0.6486,negative
14897790,Er ist wieder da,Timur Vermes,3.44,0.0,neutral
12617758,The Expats,Chris Pavone,3.42,0.0,neutral
128752,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.95,0.0,neutral
16131025,Beautiful Day,Elin Hilderbrand,3.75,0.5994,positive
85958,"The Indwelling (Left Behind, #7)","Tim LaHaye, Jerry B. Jenkins",3.97,0.0,neutral
206682,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.49,0.0,neutral
16634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",4.11,0.0,neutral
13366259,The Yellow Birds,Kevin Powers,3.74,0.0,neutral
85418,Just One Look,Harlan Coben,4.0,0.0,neutral
16117804,"The Proposal (The Proposition, #2)",Katie Ashley,4.04,0.0,neutral
48132,"My Family and Other Animals (Corfu Trilogy, #1)","Gerald Durrell, Helma Lapiņa",4.27,0.0,neutral
174403,Back Roads,Tawni O'Dell,3.72,0.0,neutral
11449,Cathedral,Raymond Carver,4.3,0.0,neutral
30065028,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.41,0.7096,positive
11574,The Body,"Stephen King, Robin A.H. Waterfield",4.26,0.0,neutral
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,4.18,0.0,neutral
7992995,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,4.12,0.0,neutral
14570,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,4.02,0.0,neutral
590552,Chicken Soup with Rice: A Book of Months (The Nutshell Library),Maurice Sendak,4.25,0.0,neutral
64862,"R is for Ricochet (Kinsey Millhone, #18)",Sue Grafton,3.96,0.0,neutral
11947156,"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,4.06,0.0516,neutral
99296,Diary of a Worm,"Doreen Cronin, Harry Bliss",4.19,0.5719,positive
222576,"The Grey King (The Dark Is Rising, #4)",Susan Cooper,4.18,0.0516,neutral
16071748,"Hunted (The Iron Druid Chronicles, #6)",Kevin Hearne,4.3,0.0,neutral
15981894,"Devoured (Devoured, #1)",Emily Snow,3.94,0.0,neutral
14905,The Complete Novels,Jane Austen,4.55,0.0,neutral
20697435,The Book of Strange New Things,Michel Faber,3.66,-0.2023,neutral
9266776,Epic Fail,Claire LaZebnik,3.73,-0.5423,negative
30240,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,4.05,0.0,neutral
376514,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,4.09,0.0,neutral
37737,"Fudge-a-Mania (Fudge, #4)",Judy Blume,3.99,0.0,neutral
11946245,"Nevermore (Maximum Ride, #8)",James Patterson,3.88,0.0,neutral
12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.18,0.0,neutral
61663,Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan",4.32,0.25,neutral
17449417,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,4.25,0.8126,positive
64081,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,4.07,0.34,neutral
2251306,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,4.0,0.296,neutral
215539,"The Pilgrims of Rayne (Pendragon, #8)",D.J. MacHale,4.14,0.0,neutral
7347109,The Hundred-Foot Journey,Richard C. Morais,3.54,0.0,neutral
8435445,Scorpia Rising (Alex Rider #9),Anthony Horowitz,4.29,0.0,neutral
7150178,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",Lincoln Peirce,4.16,0.0,neutral
3474186,"Forever Princess (The Princess Diaries, #10)",Meg Cabot,4.08,0.0,neutral
519112,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.13,-0.7783,negative
5186,"Breath, Eyes, Memory",Edwidge Danticat,3.86,0.0,neutral
12395,Journey to the End of the Night,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",4.25,0.0,neutral
4527502,"The Scarecrow (Jack McEvoy, #2)",Michael Connelly,4.03,-0.2023,neutral
16130537,The Humans,Matt Haig,4.07,0.0,neutral
6566616,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,4.18,-0.2263,neutral
3692091,1/4 جرام,Essam Youssef,4.02,0.0,neutral
49158,For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,4.06,0.0,neutral
21362,"Seize the Night (Moonlight Bay, #2)","Dean Koontz, Keith Szarabajka",4.07,0.0,neutral
38568,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,0.0,neutral
248682,"Key of Knowledge (Key Trilogy, #2)",Nora Roberts,4.09,0.0,neutral
144790,"Ice Station (Shane Schofield, #1)",Matthew Reilly,4.1,0.0,neutral
825508,A Dangerous Fortune,Ken Follett,3.99,-0.4767,neutral
27001,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.09,-0.0516,neutral
25698,The Wealth of Nations,Adam Smith,3.87,0.4939,neutral
12872236,Canada,Richard Ford,3.49,0.0,neutral
6628,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,3.92,-0.1531,neutral
519048,"The Seeing Stone (The Spiderwick Chronicles, #2)","Holly Black, Tony DiTerlizzi",3.87,0.0,neutral
542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,4.29,0.0,neutral
6419566,"Beast Master, Vol. 1 (Beast Master, #1)",Kyousuke Motomi,4.21,0.0,neutral
191170,"Giggle, Giggle, Quack","Doreen Cronin, Betsy Lewin",4.19,0.6808,positive
1624,West with the Night,Beryl Markham,4.18,0.0,neutral
2475251,The Cellist of Sarajevo,Steven Galloway,4.02,0.0,neutral
4066312,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,4.17,0.0,neutral
9972053,If You Ask Me (And of Course You Won't),Betty White,3.65,0.0,neutral
31862,Discourse on Method and Meditations on First Philosophy,"René Descartes, Donald A. Cress",3.67,0.0,neutral
5739373,"The Defector (Gabriel Allon, #9)",Daniel Silva,4.28,-0.4404,neutral
12758317,In One Person,John Irving,3.65,0.0,neutral
433533,"Rilla of Ingleside (Anne of Green Gables, #8)",L.M. Montgomery,4.16,0.0,neutral
68143,The Wisdom of Crowds,James Surowiecki,3.8,0.5267,positive
39033,"Still Life With Crows (Pendergast, #4)","Douglas Preston, Lincoln Child",4.18,0.0,neutral
397860,The Fog,James Herbert,3.87,0.0,neutral
8676,Unlimited Power : The New Science Of Personal Achievement,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",4.21,0.0,neutral
7122034,"Fever Dream (Pendergast, #10)","Douglas Preston, Lincoln Child",4.09,0.25,neutral
11395597,Why Be Happy When You Could Be Normal?,Jeanette Winterson,3.94,0.5719,positive
10193062,"Outpost (Razorland, #2)",Ann Aguirre,4.12,0.0,neutral
18594409,Can't We Talk about Something More Pleasant?,Roz Chast,4.1,0.5563,positive
37847,The Long Hard Road Out of Hell,"Marilyn Manson, Neil Strauss",3.88,-0.7184,negative
9832370,BookRags Summary:  A Storm of Swords,BookRags,4.59,0.0,neutral
372638,"Lyle, Lyle, Crocodile",Bernard Waber,4.13,0.0,neutral
10874177,"Etiquette & Espionage (Finishing School, #1)",Gail Carriger,3.79,0.0,neutral
3018539,Death With Interruptions,"José Saramago, Margaret Jull Costa",3.97,-0.765,negative
58889,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,3.99,0.0,neutral
16431,Sole Survivor,Dean Koontz,3.77,0.3612,neutral
27406704,Britt-Marie Was Here,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",4.07,0.0,neutral
44361,Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.77,-0.2023,neutral
210834,Kim,"Rudyard Kipling, Edward Said",3.72,0.0,neutral
508413,"The Shunning (The Heritage of Lancaster County, #1)",Beverly  Lewis,4.13,0.0,neutral
15711341,"Written in Red (The Others, #1)",Anne Bishop,4.29,0.0,neutral
77378,The Seven-Percent Solution,Nicholas Meyer,4.14,0.3182,neutral
319644,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,4.21,0.0,neutral
3116205,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,4.39,0.5994,positive
44255,Toujours Provence,Peter Mayle,4.0,0.0,neutral
27398,The Lost Painting,Jonathan Harr,3.71,-0.3182,neutral
16099189,The Light in the Ruins,Chris Bohjalian,3.65,-0.4404,neutral
13642929,My Beloved World,Sonia Sotomayor,4.03,0.5106,positive
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,4.32,0.0,neutral
18288,Critique of Pure Reason,"Immanuel Kant, Paul Guyer, Allen W. Wood",3.92,0.0,neutral
16298,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,3.96,-0.6908,negative
926908,Gnomes,"Rien Poortvliet, Wil Huygen",4.01,0.0,neutral
153193,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,3.93,0.0,neutral
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.4,-0.4019,neutral
137098,"The Little Lady Agency (The Little Lady Agency, #1)",Hester Browne,3.74,0.0,neutral
385228,On Liberty,John Stuart Mill,3.93,0.5267,positive
22934446,Not My Father's Son,Alan Cumming,4.0,0.0,neutral
468070,"Nigella Express: Good Food, Fast",Nigella Lawson,3.96,0.4404,neutral
22914448,The Dead Key,D.M. Pulley,3.79,-0.6486,negative
7863423,"Simply Irresistible (Lucky Harbor, #1)",Jill Shalvis,3.92,0.34,neutral
16247792,"Gabriel's Redemption (Gabriel's Inferno, #3)",Sylvain Reynard,4.23,0.0,neutral
5989573,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",Bryan Lee O'Malley,4.33,0.0,neutral
213233,Better: A Surgeon's Notes on Performance,Atul Gawande,4.19,0.4404,neutral
15748335,"Leave Me Breathless (Ross Siblings, #3)",Cherrie Lynn,4.26,-0.0516,neutral
19095025,"Play (Stage Dive, #2)",Kylie Scott,4.33,0.34,neutral
6441654,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality","Rebecca Housel, J. Jeremy Wisnewski, William Irwin",4.39,0.0,neutral
49176,Games People Play,Eric Berne,3.81,0.34,neutral
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,3.87,0.0,neutral
7186,La Dame aux Camélias,"Alexandre Dumas fils, David Coward",3.97,-0.4588,neutral
11942639,The Wedding Dress,Rachel Hauck,3.83,0.0,neutral
206309,Fish: A Proven Way to Boost Morale and Improve Results,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",3.92,0.6808,positive
49250,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Stephen E. Ambrose,4.25,-0.3818,neutral
7981456,A Long Walk to Water: Based on a True Story,Linda Sue Park,4.23,0.4215,neutral
8811139,"Light (Gone, #6)",Michael  Grant,4.4,0.3612,neutral
28477789,Stuck-Up Suit,"Vi Keeland, Penelope Ward",4.14,0.0,neutral
189147,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,3.94,0.0,neutral
114132,Midnight Bayou,Nora Roberts,3.96,0.0,neutral
12967,Winter's Tale,Mark Helprin,3.5,0.0,neutral
106646,The Doomsday Conspiracy,Sidney Sheldon,3.59,-0.802,negative
201175,"Rapture in Death (In Death, #4)","J.D. Robb, Susan Ericksen",4.26,-0.802,negative
161744,Common Sense,Thomas Paine,3.97,0.0,neutral
54529,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,3.88,-0.3612,neutral
3338544,رحلتي من الشك إلى الإيمان,مصطفى محمود,4.03,0.0,neutral
13416236,"Whispers at Moonrise (Shadow Falls, #4)",C.C. Hunter,4.38,0.0,neutral
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,3.76,0.0,neutral
58314,The Elementary Particles,"Michel Houellebecq, Frank Wynne",3.78,0.0,neutral
17314410,"Beauty from Surrender (Beauty, #2)",Georgia Cates,4.13,0.5859,positive
224410,Dracula (Marvel Illustrated),"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",3.93,-0.5106,negative
207266,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,3.84,0.34,neutral
13435889,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,3.91,0.4019,neutral
149049,The Fountains of Paradise,Arthur C. Clarke,3.96,0.6369,positive
